group,screen,story_id,status,priority,user_story,evidence,gap
Recruitment,Interview Feedback,HIF-02,done,High,"As an Interviewer, I want to search candidates by name, so that I can quickly find the candidate whose feedback I need to record",hiring-pipeline-tab.tsx name search,
Recruitment,Interview Feedback,HIF-03,done,Medium,"As a Recruiter, I want to schedule mass interviews from the feedback view, so that I can arrange further interview rounds for multiple candidates",hiring-pipeline-tab.tsx mass interview scheduling from any stage view,
Recruitment,Interview Feedback,HIF-04,partial,Medium,"As an Interviewer, I want to page through the interview feedback list, so that I can review all 52 scheduled candidates across pages",Full list rendered in one table,No pagination controls
Recruitment,Interview Feedback,HIF-05,partial,Medium,"As an Interviewer, I want to refresh the list, so that I see the most recent interview statuses",Live state list,No explicit Refresh control
Recruitment,Job Vacancy,JV-01,done,High,"As a Recruiter, I want to view all job vacancies with vacancy code, RRF id, work location, employee class, number of vacancies and dates, so that I can track open positions","components/vacancies-tab.tsx vacancy table w/ code, location, class, dates, status",
Recruitment,Job Vacancy,JV-02,done,High,"As a Recruiter, I want to filter vacancies by status using the New, Assigned, In Process, Closed, Withdrawn and All tabs, so that I can focus on vacancies at a specific stage",vacancies-tab.tsx VACANCY_STATUSES lifecycle tabs with counts (TA-34),
Recruitment,Job Vacancy,JV-03,done,Medium,"As a Recruiter, I want to see which recruiters are assigned to each vacancy, so that I know who is responsible for filling it","vacancies-tab.tsx recruiter assignment (RECRUITERS, assign dialog)",
Recruitment,Job Vacancy,JV-04,done,Medium,"As a Recruiter, I want to review requisition created and position closing dates, so that I can prioritise vacancies nearing their closing date",vacancies-tab.tsx shows created/closing dates per vacancy row,
Recruitment,Job Vacancy,JV-05,partial,Low,"As a Recruiter, I want to refresh the vacancy list, so that I always see the current set of open positions",Live state list in vacancies-tab.tsx,No explicit Refresh control
Recruitment,Joining Letter,HJL-01,done,High,"As an HR admin, I want to view candidates at the Joining Letter stage with full candidate details, so that I can issue joining letters to accepted hires",offers-tab.tsx 'joining' view (accepted) + issueJoiningLetter action,
Recruitment,Joining Letter,HJL-02,done,High,"As an HR admin, I want to search candidates by name, so that I can locate a specific hire needing a joining letter",offers-tab.tsx name search,
Recruitment,Joining Letter,HJL-03,partial,Medium,"As an HR admin, I want to refresh the joining letter list, so that I see the latest candidates",Live state list,No explicit Refresh control
Recruitment,Joining Letter,HJL-04,done,Medium,"As an HR admin, I want to navigate hiring stage filters, so that I can move between pipeline stages from the Joining Letter view",offers-tab.tsx stage filter buttons,
Recruitment,Offer Approval,HOA-01,done,High,"As a Manager, I want to view candidates awaiting offer approval with their interview status and details, so that I can review candidates before approving offers",offers-tab.tsx 'Pending Approval' view + approver-matrix chain (use-offers.ts TA-11/TA-46),
Recruitment,Offer Approval,HOA-02,done,High,"As a Manager, I want to search candidates by name, so that I can quickly find a candidate whose offer needs approval",offers-tab.tsx name search,
Recruitment,Offer Approval,HOA-03,done,Medium,"As a Recruiter, I want to schedule mass interviews from the offer approval view, so that I can arrange additional interview rounds for multiple candidates",hiring-pipeline-tab.tsx mass interview scheduling,
Recruitment,Offer Approval,HOA-04,partial,Medium,"As a Manager, I want to page through the offer approval list, so that I can review all candidates across pages",Full list in one table,No pagination controls
Recruitment,Offer Approval,HOA-05,partial,Medium,"As a Manager, I want to refresh the offer approval list, so that I see the latest candidates awaiting approval",Live state list,No explicit Refresh control
Recruitment,Offer Letter,HOL-01,done,High,"As an HR admin, I want to view candidates at the Offer Letter stage with full candidate details, so that I can generate offer letters for approved candidates",generate-offer-dialog.tsx template-based offer generation + offers-tab.tsx views,
Recruitment,Offer Letter,HOL-02,done,High,"As an HR admin, I want to search candidates by name, so that I can locate a specific candidate needing an offer letter",offers-tab.tsx name search,
Recruitment,Offer Letter,HOL-03,partial,Medium,"As an HR admin, I want to refresh the offer letter list, so that I see the latest candidates",Live state list,No explicit Refresh control
Recruitment,Offer Letter,HOL-04,done,Medium,"As an HR admin, I want to navigate hiring stage filters, so that I can move between pipeline stages from the Offer Letter view",offers-tab.tsx stage filter buttons,
Recruitment,On Hold Candidates,HOH-01,done,High,"As a Recruiter, I want to view candidates placed on hold with all details and On Hold interview status, so that I can track candidates whose progression is paused",hiring-pipeline-tab.tsx 'on-hold' view with heldFromStage (TA-45),
Recruitment,On Hold Candidates,HOH-02,done,High,"As a Recruiter, I want to search on-hold candidates by name, so that I can quickly find a specific paused candidate",hiring-pipeline-tab.tsx name search,
Recruitment,On Hold Candidates,HOH-03,partial,Medium,"As a Recruiter, I want to refresh the on-hold list, so that I see the latest on-hold candidates",Live state list,No explicit Refresh control
Recruitment,On Hold Candidates,HOH-04,done,Medium,"As a Recruiter, I want to switch to other hiring stage filters such as In-Review, Interview and Offered, so that I can move a candidate off hold into the pipeline",hiring-pipeline-tab.tsx stage buttons; on-hold rows show origin stage,
Recruitment,Post Vacancies,PV-01,done,High,"As a Recruiter, I want to add a new job posting, so that I can advertise an open vacancy on a posting channel","vacancies-tab.tsx createPosting dialog (channel, level, mode)",
Recruitment,Post Vacancies,PV-02,done,High,"As a Recruiter, I want to view postings with their posting source, vacancy, department, position level, work location and posting channel, so that I can track where each vacancy is",vacancies-tab.tsx postings list with channel/position level/mode (TA-38),
Recruitment,Post Vacancies,PV-03,done,Medium,"As a Recruiter, I want to see a clear empty state when no postings exist, so that I know none have been created yet",vacancies-tab.tsx:242 'No postings yet' empty state,
Recruitment,Post Vacancies,PV-04,partial,Low,"As a Recruiter, I want to refresh the postings list, so that I see newly added postings immediately",Live state postings list,No explicit Refresh control
Recruitment,Pre Onboarding Checklist,POC-01,done,Medium,"As an HR admin, I want to access a pre-onboarding checklist for candidates, so that I can track pre-joining tasks before a new hire starts",config-onboarding.tsx checklist questionnaire + application-detail-sheet.tsx candidate checklist,
Recruitment,Pre Onboarding Checklist,POC-02,done,Low,"As an HR admin, I want the Pre Onboarding Checklist page to load reliably, so that I am not blocked by timeout errors when reviewing candidate onboarding",SPA sheet loads instantly (application-detail-sheet.tsx); no navigation timeout,
